baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
transcript46641.rk.h1.chr05.nnic	9780.03823357478	-16.6964610102028	0.830855754248674	-20.0954990379781	8.07981691709163e-90	1.48361598231637e-86
transcript15899.rk.h2.chr13.nnic	1501.68077709983	14.0296168408578	0.69845806607921	20.0865556891811	9.67449693898165e-90	1.66540418243982e-86
transcript104790.rk.h2.chr06.nnic	1817.36228524378	14.3049101132873	0.716750082308095	19.9580167011942	1.27679833309013e-88	2.06863861695891e-85
transcript81527.rk.h1.chr13.nnic	1216.30171065238	-13.688303491657	0.686204521556205	-19.9478479981654	1.56480026818096e-88	2.30573922173286e-85
transcript66301.rk.h2.chr05.nnic	1425.19567125634	13.9548709350551	0.699596385664381	19.947031204003	1.59056911784934e-88	2.30573922173286e-85
transcript15308.rk.h1.chr06.nnic	1120.40559723717	-13.5693402048123	0.685341662360989	-19.7993802945909	3.01378336406e-87	4.15043175981522e-84
transcript78287.rk.h2.chr13.nnic	1065.68490807384	13.5340815681531	0.685222825305944	19.751358344069	7.80890022506485e-87	1.02419304237601e-83
transcript117358.rk.h2.chr04.nnic	1067.41924735958	13.5365289386291	0.687099469982649	19.7009742111589	2.11510835921847e-86	2.64801952445247e-83
transcript117816.rk.h2.chr04.nnic	1064.7375110604	13.5330926052406	0.687915893958871	19.6725976592273	3.70314776594349e-86	4.43459995292963e-83
transcript54264.rk.h1.chr08.nic	935.323685422786	-13.310128326527	0.683587805273238	-19.4709856200649	1.93512125572123e-84	2.22079353109707e-81
transcript154700.rk.h1.chr06.nnic	1934.37637741401	-14.3583759989169	0.738151016661543	-19.4518136191913	2.81303495163565e-84	3.09917686691603e-81
transcript95990.rk.h2.chr07.nnic	908.431923540015	13.303620179815	0.687112034581891	19.3616462967502	1.62604971198653e-83	1.72254950835558e-80
transcript167543.rk.h2.chr02.nnic	1097.61100552605	13.5772849106674	0.70176819891408	19.3472501770199	2.15011737400753e-83	2.19335862341813e-80
transcript288404.rk.h1.chr02.nnic	2203.91197507047	-14.546864828515	0.752872696751652	-19.3218121619751	3.52071206154029e-83	3.46324901110729e-80
transcript210633.rk.h1.chr05.nnic	964.144353748336	-13.353147891064	0.693453827153587	-19.2560014354157	1.25720233756771e-82	1.19403875805612e-79
transcript100670.rk.h1.chr07.nnic	61.2767395615579	-4.65094908289766	0.24176118697234	-19.237782297246	1.78691778200153e-82	1.64056921565561e-79
transcript167371.rk.h1.chr02.nnic	1022.70449290362	-13.4386744745287	0.70012793033559	-19.1945984330138	4.10644149594077e-82	3.64850703621602e-79
transcript264373.rk.h1.chr08.nnic	797.138433149301	-13.0777166553283	0.681718186683148	-19.1834645324001	5.08748050790908e-82	4.37888986341687e-79
transcript262449.rk.h2.chr08.nnic	765.872456543597	13.0566634717809	0.686770908566231	19.0116723188511	1.36529835730649e-80	1.13952765622099e-77
transcript101419.rk.h1.chr15.nnic	1522.10197009872	-14.0126017859999	0.74046425747908	-18.9240758678967	7.22454508384348e-80	5.85251897777356e-77
transcript33893.rk.h2.chr03.nnic	816.983010000906	13.1507280548242	0.695470748736608	18.9091030481352	9.59753319829881e-80	7.55271019659269e-77
transcript135299.rk.h1.chr06.nnic	912.102487539037	-13.2733378016226	0.702224270949623	-18.9018499512598	1.10122786665831e-79	8.42531086982497e-77
transcript201692.rk.h2.chr01.nnic	687.727675952667	12.9029679310987	0.685575155258154	18.8206469154211	5.11561615188119e-79	3.80809231543956e-76
transcript214941.rk.h2.chr14.nnic	718.716925666105	12.9657393236209	0.69057238688114	18.7753515343678	1.20150079073782e-78	8.70866744191886e-76
transcript17457.rk.h2.chr16.nnic	664.831093942313	12.855177252189	0.685513434761851	18.7526262802639	1.8426268261731e-78	1.30131976085348e-75
transcript133871.rk.h2.chr06.nnic	844.045194235435	13.1980149470821	0.704916061619582	18.7228177447949	3.22624242058887e-78	2.22150987475698e-75
transcript57745.rk.h2.chr06.nic	646.533975610348	12.8148170423476	0.684570874798169	18.7194891195535	3.4342914351196e-78	2.30708997554876e-75
transcript45923.rk.h2.chr06.nnic	956.600238231212	13.3787228217705	0.715758457585528	18.6916727004541	5.78698591677419e-78	3.79502269299313e-75
transcript163124.rk.h1.chr08.nnic	656.397894366019	-12.8001970768764	0.685827750109257	-18.66386578093	9.74216304021777e-78	6.24019527015623e-75
transcript77653.rk.h2.chr03.nnic	1081.43445186667	13.5557670458725	0.726774314437714	18.6519622069477	1.2172671613694e-77	7.61981577854483e-75
transcript127507.rk.h1.chr07.nnic	684.774742924715	-12.8586306347596	0.689574973585573	-18.6471828696143	1.33108677211117e-77	8.14713843650174e-75
transcript214787.rk.h2.chr05.nnic	693.477578991516	12.9139182619745	0.693327682781998	18.6259954458432	1.97780463803715e-77	1.18423202490124e-74
transcript19788.rk.h1.chr05.nnic	911.17350960725	-13.2719480650479	0.713298633293034	-18.6064397793337	2.84933174619459e-77	1.66976902734973e-74
transcript28248.rk.h2.chr15.nic	674.40917386241	12.8735365805579	0.694871910601143	18.5264886724531	1.26262179924244e-76	7.245081711778e-74
transcript175582.rk.h2.chr07.nnic	2080.10800601603	14.4997071639827	0.784007552888379	18.4943462732776	2.29305740406274e-76	1.28893224653266e-73
transcript189925.rk.h1.chr01.nnic	589.325309523315	-12.6432720743815	0.688182291927504	-18.371981119958	2.20224583689764e-75	1.21312914171344e-72
transcript195577.rk.h2.chr01.nnic	658.459938300429	12.8404720785376	0.700586200368201	18.3281829870317	4.93103964265718e-75	2.66305146819033e-72
transcript227668.rk.h1.chr02.nnic	447.254042114726	-2.46938712602924	0.135111566085351	-18.2766523812573	1.26984947453358e-74	6.72605078405351e-72
transcript277158.rk.h1.chr17.nnic	645.068703384829	-12.7731701835964	0.701449615430648	-18.2096759376715	4.32499164159714e-74	2.24760839216056e-71
transcript154524.rk.h2.chr19.nnic	540.328591754582	12.5550724814421	0.689531693457952	18.2081151607105	4.45005047199873e-74	2.26977296574557e-71
transcript21565.rk.h1.chr15.nnic	134.821894493051	1.63348313026855	0.0900625584630422	18.1372054952099	1.62064842434686e-73	8.1159126457792e-71
transcript241212.rk.h2.chr08.nic	1882.06566264618	14.3554048836571	0.793131693239585	18.0996485274995	3.20707699791246e-73	1.57736645988398e-70
transcript61496.rk.h2.chr18.nnic	562.821000063281	12.6129444712042	0.698340091019193	18.0613208856393	6.42662381507328e-73	3.10541227611515e-70
transcript175531.rk.h2.chr14.nnic	906.794755980584	13.3018451192331	0.73802081817523	18.0236719502333	1.27025678903498e-72	6.03218667937769e-70
transcript60966.rk.h1.chr18.nnic	537.708725272131	-12.5098452926542	0.694206749116595	-18.0203452481174	1.3489903203712e-72	6.29749837186168e-70
transcript93977.rk.h2.chr05.nnic	691.265074528723	12.9097665783258	0.717646288234772	17.9890383186968	2.37442730024572e-72	1.0899808521778e-69
transcript200204.rk.h2.chr06.nnic	658.233838897866	12.8400333561207	0.715371842187972	17.9487541987246	4.90789753438744e-72	2.21603642278087e-69
transcript223571.rk.h1.chr07.nnic	674.382179866306	-12.8375673984893	0.716401767781459	-17.9195082645378	8.30590598952251e-72	3.68983175273256e-69
transcript15124.rk.h1.chr01.nnic	462.064053861257	-12.2913261768615	0.689068859283613	-17.8375876536346	3.60945626754492e-71	1.57801990439666e-68
transcript202698.rk.h1.chr06.nnic	707.714135864381	-12.9080987057537	0.724513503701645	-17.8162292901435	5.28832418602739e-71	2.27587989149613e-68
transcript40220.rk.h1.chr01.nnic	848.677878491216	-13.1696151251461	0.739673261835472	-17.8046386217425	6.50507720522456e-71	2.75645140713077e-68
transcript103657.rk.h1.chr19.nic	506.302501330532	-12.4238753119706	0.698333515848443	-17.7907475869552	8.33602929210825e-71	3.47877658776572e-68
transcript121242.rk.h1.chr18.nnic	619.178066143091	-12.7159142826662	0.715828511038087	-17.7639114488828	1.34524606061863e-70	5.5301660071073e-68
transcript94511.rk.h2.chr18.nnic	543.961640785366	12.5637521430734	0.708669432002511	17.7286497423369	2.52014300728793e-70	1.02076910073135e-67
transcript53451.rk.h1.chr05.nnic	446.249284580416	-12.2426375398551	0.69264194513262	-17.6752759862255	6.50214477481754e-70	2.59548657293912e-67
transcript221666.rk.h1.chr11.nnic	891.3621832928	-13.2403389030342	0.749205234597597	-17.6725125394322	6.82865908003382e-70	2.68688224344817e-67
transcript138345.rk.h2.chr07.nnic	432.646077079785	12.233439073945	0.692926433519471	17.6547444031102	9.35562394998518e-70	3.62932324583721e-67
transcript240117.rk.h2.chr08.nnic	627.013527020303	12.769154961837	0.725665766508249	17.5964687204131	2.62169794041215e-69	1.00290869962183e-66
transcript243731.rk.h2.chr11.nnic	940.038547307965	13.3536372763222	0.759202835139294	17.5890245113115	2.98980064379475e-69	1.12805587852108e-66
transcript205144.rk.h1.chr07.nnic	259.112109948807	-8.14869347282909	0.464201194668832	-17.5542277064635	5.52128606203381e-69	2.05503759468375e-66
transcript177411.rk.h1.chr04.nnic	1299.70030433707	-13.7849518536228	0.785908249252945	-17.540154167775	7.07352398926576e-69	2.59768094981796e-66
transcript318288.rk.h1.chr11.nic	467.199209912885	-12.3080445560669	0.702448614477132	-17.5216297710665	9.79780029153709e-69	3.55080017670797e-66
transcript135809.rk.h1.chr07.nnic	466.155729100856	-12.3046768488102	0.702457530964702	-17.5166131850162	1.07009079581289e-68	3.81666606299381e-66
transcript74505.rk.h1.chr08.nnic	554.331361489389	-12.5549630113986	0.71676933946271	-17.5160436142675	1.08085521879794e-68	3.81666606299381e-66
transcript46289.rk.h1.chr06.nnic	550.628684527245	-12.5448787638709	0.716249732518715	-17.5146714816303	1.10723268629934e-68	3.86031770616995e-66
transcript84957.rk.h2.chr03.nic	626.831526863249	12.7693950810812	0.729237718653929	17.5106069727876	1.18919273698864e-68	4.09424194435977e-66
transcript240582.rk.h1.chr08.nnic	582.889994770758	-12.6271935202523	0.721249529653215	-17.507385448589	1.25842780862321e-68	4.27912063369247e-66
FUN.rk.hap1.010395-T1	460.864163009058	-12.2897211003108	0.704654667630653	-17.4407715791255	4.04574917550421e-68	1.3589276773282e-65
transcript91022.rk.h1.chr06.nnic	369.557817919321	-11.9711415929558	0.687317127151987	-17.4172025111031	6.10919648321414e-68	2.02729637032732e-65
transcript315664.rk.h1.chr17.nnic	740.722030458323	-12.9737915615087	0.745159980722124	-17.4107465472528	6.83863106581327e-68	2.24233827911542e-65
transcript16145.rk.h1.chr16.nic	378.882947078946	-12.0079367732838	0.690122812090867	-17.3997099688725	8.29217017980725e-68	2.68695580308743e-65
transcript33962.rk.h2.chr03.nnic	452.272568962711	12.2983346766021	0.70803093766936	17.3697701926483	1.39784648529578e-67	4.47684717959323e-65
transcript104502.rk.h1.chr04.nnic	426.77999364469	-12.1774906570672	0.702351751167044	-17.338165152764	2.42350531543929e-67	7.67248355208557e-65
transcript130722.rk.h2.chr09.nnic	321.790443739145	11.8044678304011	0.684562192273498	17.243820888205	1.24527485473335e-66	3.89756878680917e-64
transcript216602.rk.h2.chr18.nnic	308.416578285557	11.7432964342157	0.681889833825865	17.2216916159724	1.82573064581098e-66	5.65012350309796e-64
transcript92406.rk.h2.chr06.nnic	1397.81242564108	13.9264755317469	0.810440982068363	17.1838244115007	3.5098988321984e-66	1.07414603928045e-63
transcript87816.rk.h1.chr16.nnic	362.61156474001	-11.9429147386775	0.695493699857824	-17.1718517955216	4.31433503732287e-66	1.30582120805477e-63
transcript33934.rk.h2.chr03.nnic	360.408122462561	11.9696514061547	0.69772875093283	17.1551643674592	5.75071264132883e-66	1.72165085087087e-63
transcript99431.rk.h1.chr13.nic	700.572964931411	-12.8929494029519	0.752319378151079	-17.1376011005299	7.77946634285659e-66	2.29892051826581e-63
transcript280297.rk.h2.chr17.nnic	588.782410947526	12.6791998019369	0.739868163942217	17.1371068791212	7.84586024459884e-66	2.29892051826581e-63
transcript163037.rk.h2.chr14.nnic	332.17418990702	11.8498710455081	0.692249842095377	17.1179107959629	1.09121885513702e-65	3.16373062389885e-63
transcript340981.rk.h2.chr11.nic	466.788660919103	12.3435716276931	0.721171306518996	17.1160049160497	1.12752926816873e-65	3.23495194095533e-63
transcript122929.rk.h1.chr04.nnic	322.309340950214	-11.7709824895451	0.689274375214759	-17.0773539722517	2.18819513609328e-65	6.21334625086775e-63
transcript48508.rk.h2.chr04.nnic	378.791983846761	12.0427658811003	0.707383352228805	17.0243840813559	5.41593377329245e-65	1.52215371344688e-62
transcript83365.rk.h2.chr13.nnic	298.672222617862	11.6972076323932	0.688945512858283	16.9784219710845	1.18633131556949e-64	3.30051751764955e-62
transcript181446.rk.h2.chr13.nnic	594.556788174137	12.6924288723798	0.749211772260202	16.9410430299162	2.24115504439553e-64	6.1728133387786e-62
transcript31664.rk.h1.chr01.nnic	503.41058743089	-12.4158599651593	0.735149047253464	-16.888901660888	5.43045308749026e-64	1.48090068701727e-61
transcript26327.rk.h1.chr01.nnic	632.732359077763	-12.7462120919839	0.755177201389096	-16.8784386876857	6.48370039922948e-64	1.75078980486252e-61
transcript150892.rk.h1.chr19.nic	363.426808916881	-11.9447931046079	0.70863041993577	-16.8561675713703	9.45228315471271e-64	2.52761393136167e-61
transcript129990.rk.h1.chr09.nnic	284.635644835044	-11.5944925266029	0.688012416745822	-16.8521559268404	1.01158711928225e-63	2.6790523102299e-61
transcript37195.rk.h2.chr01.nnic	550.73459091393	12.5825074805138	0.747150961782783	16.8406495127712	1.22880294046928e-63	3.22332565612814e-61
transcript255206.rk.h2.chr08.nnic	392.439029255093	12.0927227197893	0.718771736357722	16.8241489030544	1.62378332823896e-63	4.21923247261186e-61
transcript131362.rk.h1.chr09.nnic	410.555041829743	-12.1214581876113	0.72143786297662	-16.8018048534335	2.36729638887117e-63	6.0936863961382e-61
transcript57463.rk.h2.chr12.nnic	444.89736673032	12.2752472028095	0.731852931491337	16.772833276483	3.856721273688e-63	9.83571055936932e-61
transcript169153.rk.h1.chr13.nnic	307.503038883044	-11.7027542867358	0.697901241207757	-16.7684961649925	4.14876400627506e-63	1.04834318371407e-60
FUN.rk.hap1.019163-T1	88.589842836721	-4.83326866002322	0.288252772310535	-16.767466350042	4.22128407155655e-63	1.05697115620802e-60
transcript81320.rk.h2.chr13.nnic	287.306803763	11.6413819088558	0.695183571542058	16.7457667088318	6.08020161801619e-63	1.50871165013531e-60
transcript236565.rk.h1.chr02.nnic	670.451825675451	-12.8302157430516	0.766318837868088	-16.7426599856862	6.4060427911052e-63	1.57537175531616e-60
transcript150417.rk.h2.chr07.nnic	266.413574957482	11.533950150412	0.689949784758116	16.7170863810844	9.84144725856347e-63	2.39878744993463e-60
transcript253386.rk.h1.chr18.nnic	531.79348601422	-12.4948037047592	0.74777615832234	-16.7092833406079	1.1217555787657e-62	2.71022051806523e-60
transcript114905.rk.h1.chr12.nnic	330.991083291168	-11.8103498207695	0.707107402365671	-16.7023422202302	1.26019259496037e-62	3.01821605591248e-60
transcript153545.rk.h2.chr12.nnic	239.441025353683	11.3838124167518	0.682157278081949	16.6879586020985	1.60360897957281e-62	3.80760363141154e-60
transcript143503.rk.h1.chr06.nnic	261.805584133985	-11.4731959373837	0.688028485544104	-16.6754664646051	1.97662434295236e-62	4.6531764340117e-60
transcript44768.rk.h2.chr16.nnic	2051.05728624803	14.4794938488294	0.868676113017197	16.6684609279025	2.22243578348985e-62	5.18750413429329e-60
transcript203142.rk.h2.chr01.nnic	261.255782883127	11.5071908860414	0.690474279494409	16.6656329247593	2.33008962241312e-62	5.39308054370794e-60
transcript227038.rk.h2.chr02.nnic	257.892642612179	11.4871209368381	0.689375755025383	16.6630764907233	2.43186967921337e-62	5.58174888121449e-60
transcript93599.rk.h1.chr06.nnic	1515.72937408589	-14.0067610368686	0.843628892664752	-16.6029887770033	6.63055281116902e-62	1.50930013287627e-59
transcript145950.rk.h2.chr05.nnic	242.397450045503	11.3972797504963	0.688034271620568	16.5649884324099	1.24804133493842e-61	2.81760676132861e-59
transcript222958.rk.h2.chr08.nnic	1313.12317163465	13.8362003716278	0.8356984034905	16.5564518417619	1.43829625793041e-61	3.22073120586807e-59
transcript47453.rk.h1.chr19.nnic	307.372592901632	-11.7029893571308	0.707137887497677	-16.5497982275334	1.60640126911576e-61	3.56815404477865e-59
transcript70475.rk.h1.chr01.nnic	522.258991904824	-12.4688464928289	0.753741749901093	-16.5425976396626	1.81044170419132e-61	3.98919966868332e-59
transcript76748.rk.h1.chr08.nnic	287.732096635095	-11.6082022798654	0.701949394126476	-16.5370928118129	1.98367321261349e-61	4.33621518214391e-59
transcript83472.rk.h2.chr16.nnic	1305.46146286645	13.8275614678405	0.837518186621247	16.5101626313624	3.10046665215705e-61	6.72410653546155e-59
transcript76885.rk.h1.chr06.nnic	310.40697761891	-11.7195003351849	0.710187420046093	-16.5019824406694	3.55042554388387e-61	7.63979459024948e-59
transcript85560.rk.h2.chr09.nnic	271.085728419483	11.5578408871455	0.701296147608974	16.4806849810187	5.05093355529715e-61	1.07843304584147e-58
transcript132440.rk.h2.chr05.nnic	379.917772196586	12.0476582472023	0.732740443915696	16.4419179359348	9.58373199346439e-61	2.03049792535377e-58
transcript233278.rk.h1.chr07.nnic	410.843399241147	-12.1228732699443	0.737659839326524	-16.4342324519285	1.08793422474403e-60	2.28740246962785e-58
transcript188281.rk.h1.chr01.nnic	215.562921176856	-11.1966419736174	0.681819440321531	-16.4217112500303	1.3374105047207e-60	2.7906286008729e-58
transcript100049.rk.h1.chr09.nnic	951.351492907676	-13.334979553752	0.813221920079125	-16.3977128807037	1.98574349289675e-60	4.11228067856054e-58
transcript75322.rk.h2.chr19.nnic	221.603413240144	11.2645770877769	0.687329207864434	16.3889108143338	2.29520330430354e-60	4.71767049331585e-58
transcript86615.rk.h1.chr05.nnic	288.412960088865	-11.6140338295223	0.709190194269967	-16.3764726632715	2.81607899517982e-60	5.7454269454991e-58
transcript200983.rk.h1.chr01.nnic	724.433088474269	-12.9419325402217	0.790731721112459	-16.3670334636557	3.288574096219e-60	6.6600879656e-58
transcript45691.rk.h1.chr04.nnic	321.683558456492	-11.7703192782651	0.720789660380679	-16.3297559957348	6.06263343328487e-60	1.21885483688296e-57
transcript78025.rk.h1.chr01.nnic	233.007252946203	-11.3077040907383	0.692491421401314	-16.3290168531709	6.13652696618944e-60	1.22477074079533e-57
transcript75881.rk.h2.chr06.nnic	294.688924856362	11.6813560415581	0.71573960778302	16.3206785184639	7.03493181263109e-60	1.39397933032589e-57
transcript183314.rk.h1.chr11.nnic	1233.41786729777	-13.7091821665178	0.841052053013197	-16.3000400717203	9.86274471936342e-60	1.94035412718162e-57
transcript17822.rk.h2.chr06.nnic	296.894139661679	11.6910726902914	0.718255586914355	16.2770368978493	1.43658571839361e-59	2.8062326554408e-57
transcript11622.rk.h2.chr16.nnic	331.449031408994	11.8490511998105	0.728162073709004	16.2725464942929	1.5459266721346e-59	2.99855340356361e-57
transcript119789.rk.h2.chr15.nnic	279.156361752992	11.6011959364062	0.713310214125672	16.2638859035913	1.78076721985101e-59	3.4299071004445e-57
transcript76830.rk.h1.chr04.nnic	223.225271986906	-11.2409257485969	0.691974978026812	-16.2446997442751	2.43530827383921e-59	4.65803442960787e-57
transcript256310.rk.h2.chr02.nnic	271.788199631154	11.5617927102772	0.712097738107172	16.2362441158844	2.79522756434237e-59	5.30958295204702e-57
transcript46069.rk.h1.chr18.nnic	221.953321599216	-11.2345417239286	0.692804820554412	-16.2160270694107	3.88527872511543e-59	7.32960492642837e-57
transcript118197.rk.h1.chr04.nnic	312.75265355328	-11.728248778119	0.723758702013925	-16.2046393991313	4.67621911465407e-59	8.76170769217122e-57
transcript256300.rk.h2.chr18.nnic	285.742805784403	11.6339542125984	0.718625346118508	16.1891787917537	6.01256443762672e-59	1.11894636692941e-56
transcript302394.rk.h1.chr17.nnic	263.591281194449	-11.4813124623581	0.709739949454142	-16.1767876687627	7.35320768573536e-59	1.35925771334368e-56
transcript44492.rk.h2.chr13.nnic	655.80138996263	12.8345463245152	0.794097683161727	16.1624276164792	9.28327571568661e-59	1.70459508691438e-56
transcript40995.rk.h2.chr03.nnic	192.99299945069	11.0623202614465	0.68448358840204	16.1615566083506	9.41538623883991e-59	1.71740386209515e-56
transcript10747.rk.h1.chr16.nnic	281.528163736106	-11.5767259126723	0.716974635883919	-16.1466324375617	1.19933048516408e-58	2.17323418111015e-56
transcript325234.rk.h2.chr11.nnic	317.358863938528	11.7869879403512	0.731122907650612	16.1217598532475	1.79425987313187e-58	3.23001958729876e-56
transcript54264.rk.h1.chr06.nnic	245.236019115294	-11.3788026276253	0.70665275494482	-16.1023961882294	2.45413465549643e-58	4.38923576729468e-56
transcript39083.rk.h1.chr08.nnic	197.732269992527	-11.0693430080348	0.688043735240779	-16.0881386474089	3.08988001601914e-58	5.49061711491711e-56
transcript86067.rk.h1.chr04.nnic	85.7125473652191	-4.27762946263934	0.265945103611215	-16.0846332741392	3.26982773965005e-58	5.7731323995629e-56
transcript80433.rk.h2.chr09.nnic	181.400226656273	10.9740137810403	0.682824517714728	16.0714993330469	4.04190600711263e-58	7.0908418569365e-56
transcript98406.rk.h2.chr13.nnic	198.962894695712	11.109816373598	0.691535849924366	16.0654236144273	4.45808390494847e-58	7.77145601227821e-56
transcript39807.rk.h1.chr03.nnic	204.577226466675	-11.1127462647011	0.691845081249859	-16.0624778087968	4.67496800026369e-58	8.09827947366433e-56
transcript220743.rk.h1.chr18.nnic	215.204766553556	-11.1895825681557	0.696912510238517	-16.0559358653586	5.19493963749591e-58	8.94276390222187e-56
transcript200866.rk.h1.chr06.nnic	271.400725492144	-11.523140152373	0.718147085894836	-16.0456546836986	6.13090153659651e-58	1.04884112436321e-55
transcript312570.rk.h2.chr11.nnic	241.386069777383	11.3946395879253	0.710473839545243	16.0380846608212	6.92575743200089e-58	1.17750701820741e-55
transcript81913.rk.h1.chr03.nnic	239.678978298603	-11.3463392907424	0.707997460663574	-16.0259604322705	8.41801292255648e-58	1.42243760690781e-55
transcript34294.rk.h1.chr04.nnic	201.175284968883	-11.0892972783705	0.692207557512023	-16.0201909933321	9.23661319543566e-58	1.55124412952368e-55
transcript94864.rk.h2.chr08.nnic	2185.23486852383	14.5710624386862	0.909580041510193	16.0195494334876	9.33240477518652e-58	1.55783287710886e-55
transcript182147.rk.h2.chr07.nnic	204.094701294021	11.1511082787503	0.696340000437908	16.0138844124102	1.02223730674337e-57	1.69611338190558e-55
transcript106767.rk.h2.chr04.nnic	209.030531810098	11.1827440681744	0.700732378044344	15.9586518599069	2.48031243987861e-57	4.09073326536386e-55
transcript85446.rk.h1.chr09.nnic	218.479642879101	-11.2097431383504	0.702495702917959	-15.9570273409338	2.54570943026298e-57	4.17359969272221e-55
transcript146248.rk.h2.chr04.nic	186.19692350828	11.0138748923035	0.691057470053602	15.9377119408741	3.46821843888564e-57	5.65237517527971e-55
transcript230250.rk.h2.chr11.nic	255.038641342581	11.4700543413571	0.719788260499266	15.9353173298508	3.60366684924124e-57	5.83625041997938e-55
transcript138537.rk.h2.chr13.nnic	242.283526461885	11.3987463580777	0.715328761046267	15.9349756067483	3.62342091208828e-57	5.83625041997938e-55
transcript106751.rk.h2.chr04.nnic	202.965907757939	11.1401244087883	0.699142940841726	15.9339725226664	3.68203159764563e-57	5.89617420313684e-55
transcript141501.rk.h1.chr08.nnic	197.765879422872	-11.0702196203798	0.695399742781232	-15.9192173067318	4.66171915791681e-57	7.42183414835275e-55
transcript103365.rk.h1.chr16.nnic	218.962341633976	-11.2150055155053	0.704578246500967	-15.9173314975315	4.80434481120724e-57	7.60494650201614e-55
transcript52685.rk.h1.chr07.nnic	1135.76613443253	-13.5901146955764	0.853885336767481	-15.9156201780253	4.9375316447268e-57	7.75178338255319e-55
transcript38022.rk.h1.chr16.nnic	180.458707814492	-10.9291563016463	0.686702374681974	-15.9154194081647	4.95339605463951e-57	7.75178338255319e-55
transcript5220.rk.h2.chr16.nnic	202.572290241816	11.1410260383645	0.700278263237056	15.9094271852233	5.45099335300365e-57	8.48229999558076e-55
transcript126648.rk.h2.chr04.nnic	179.575928374095	10.9614861060168	0.689297609478424	15.9023997113687	6.09832802400633e-57	9.43630611040485e-55
transcript102499.rk.h2.chr16.nnic	203.412136682016	11.144561723335	0.702538597345556	15.8632732286072	1.13804669175832e-56	1.75112961067595e-54
transcript207286.rk.h2.chr07.nnic	453.944145873358	12.3031439801908	0.775690372457693	15.8608955545105	1.18196340691829e-56	1.80860100648613e-54
transcript14206.rk.h2.chr05.nnic	354.759934569661	11.9480426200132	0.75445762398508	15.8365986904647	1.73980474277015e-56	2.6474829850894e-54
transcript52594.rk.h1.chr05.nnic	179.00480027047	-10.9285170082228	0.690685385858724	-15.8227135421947	2.16937760296027e-56	3.28303117133707e-54
transcript80242.rk.h1.chr09.nnic	161.839513228001	-10.7759082692728	0.681788798061104	-15.8053466116159	2.85813997740682e-56	4.30173493976591e-54
transcript167122.rk.h2.chr10.nnic	164.337544039523	10.8368708255004	0.685941827727742	15.7985274952523	3.18468840049592e-56	4.767166989938e-54
transcript182682.rk.h1.chr04.nnic	169.425908812589	-10.8404055099848	0.68653185090255	-15.7900984429687	3.64011407951361e-56	5.4194411941645e-54
transcript26944.rk.h2.chr05.nic	231.628939861951	11.3336045318372	0.718396028038761	15.776262798638	4.53241632038868e-56	6.71163132862718e-54
transcript41637.rk.h1.chr14.nnic	234.48487446766	-11.3134838216467	0.717539271356114	-15.7670587148001	5.2435453984896e-56	7.72315352463096e-54
transcript13391.rk.h1.chr05.nnic	188.927706103133	-11.0025109992297	0.697848789283153	-15.7663252673	5.30477874848998e-56	7.77178303562019e-54
